fecha_hora,municipio,wigos_id,variable,valor,unidad,phenomenon_time,latitud,longitud,fuente
2026-01-16 23:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-15T23:00:00Z/2026-01-16T23:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-17 05:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,23.56,Celsius,2026-01-17T05:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-17 05:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-17T05:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-17 05:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-16T05:00:00Z/2026-01-17T05:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-17 06:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,23.37,Celsius,2026-01-17T06:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-17 06:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-17T06:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-17 06:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-16T06:00:00Z/2026-01-17T06:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-17 07:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,23.97,Celsius,2026-01-17T07:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-17 07:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-17T07:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-17 07:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.5,kg m-2,2026-01-16T07:00:00Z/2026-01-17T07:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-17 08:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,25.9,Celsius,2026-01-17T08:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-17 08:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,96.0,%,2026-01-17T08:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-17 08:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.5,kg m-2,2026-01-16T08:00:00Z/2026-01-17T08:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-17 09:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,28.28,Celsius,2026-01-17T09:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
